,CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO,padded_csd,DBN
5614,7,X,X277,P.S. 277,03,GEN ED,-,-,-,62.0,4.0,15.5,14.0,17.0,ATS,,07,07X277
5615,7,X,X277,P.S. 277,03,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,07,07X277
5616,7,X,X277,P.S. 277,04,GEN ED,-,-,-,74.0,4.0,18.5,17.0,20.0,ATS,,07,07X277
5617,7,X,X277,P.S. 277,04,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,07,07X277
5618,7,X,X277,P.S. 277,05,GEN ED,-,-,-,70.0,4.0,17.5,17.0,19.0,ATS,,07,07X277
5619,7,X,X277,P.S. 277,0K-09,SPEC ED,-,-,12:1,22.0,2.0,11.0,10.0,12.0,ATS,,07,07X277
5620,7,X,X277,P.S. 277,,,,,,,,,,,,10.0,07,07X277
5621,7,X,X296,South Bronx Academy for Applied Media,06,GEN ED,-,-,-,98.0,4.0,24.5,23.0,26.0,ATS,,07,07X296
5622,7,X,X296,South Bronx Academy for Applied Media,07,GEN ED,-,-,-,48.0,2.0,24.0,24.0,24.0,ATS,,07,07X296
5623,7,X,X296,South Bronx Academy for Applied Media,08,GEN ED,-,-,-,42.0,2.0,21.0,18.0,24.0,ATS,,07,07X296
5624,7,X,X296,South Bronx Academy for Applied Media,08,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,07,07X296
5625,7,X,X296,South Bronx Academy for Applied Media,0K-09,SPEC ED,-,-,12:1,19.0,2.0,9.5,9.0,10.0,ATS,,07,07X296
5626,7,X,X296,South Bronx Academy for Applied Media,0K-09,SPEC ED,-,-,12:1:1,19.0,2.0,9.5,7.0,12.0,ATS,,07,07X296
5627,7,X,X296,South Bronx Academy for Applied Media,MS Core,GEN ED,ENGLISH,MS English Core,-,212.0,9.0,23.6,19.0,26.0,STARS,,07,07X296
5628,7,X,X296,South Bronx Academy for Applied Media,MS Core,GEN ED,MATH,MS Math Core,-,188.0,8.0,23.5,19.0,26.0,STARS,,07,07X296
5629,7,X,X296,South Bronx Academy for Applied Media,MS Core,GEN ED,MATH,Integrated Algebra,-,24.0,1.0,24.0,24.0,24.0,STARS,,07,07X296
5630,7,X,X296,South Bronx Academy for Applied Media,MS Core,GEN ED,SCIENCE,MS Science Core,-,188.0,8.0,23.5,19.0,26.0,STARS,,07,07X296
5631,7,X,X296,South Bronx Academy for Applied Media,MS Core,GEN ED,SCIENCE,Living Environment,-,24.0,1.0,24.0,24.0,24.0,STARS,,07,07X296
5632,7,X,X296,South Bronx Academy for Applied Media,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,212.0,9.0,23.6,19.0,26.0,STARS,,07,07X296
5633,7,X,X296,South Bronx Academy for Applied Media,MS Core,CTT,ENGLISH,MS English Core,-,21.0,1.0,21.0,21.0,21.0,STARS,,07,07X296
5634,7,X,X296,South Bronx Academy for Applied Media,MS Core,CTT,MATH,MS Math Core,-,21.0,1.0,21.0,21.0,21.0,STARS,,07,07X296
5635,7,X,X296,South Bronx Academy for Applied Media,MS Core,CTT,SCIENCE,MS Science Core,-,21.0,1.0,21.0,21.0,21.0,STARS,,07,07X296
5636,7,X,X296,South Bronx Academy for Applied Media,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,21.0,1.0,21.0,21.0,21.0,STARS,,07,07X296
5637,7,X,X296,South Bronx Academy for Applied Media,MS Core,SPEC ED,ENGLISH,MS English Core,-,22.0,2.0,11.0,10.0,12.0,STARS,,07,07X296
5638,7,X,X296,South Bronx Academy for Applied Media,MS Core,SPEC ED,MATH,MS Math Core,-,22.0,2.0,11.0,10.0,12.0,STARS,,07,07X296
5639,7,X,X296,South Bronx Academy for Applied Media,MS Core,SPEC ED,SCIENCE,MS Science Core,-,22.0,2.0,11.0,10.0,12.0,STARS,,07,07X296
5640,7,X,X296,South Bronx Academy for Applied Media,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,22.0,2.0,11.0,10.0,12.0,STARS,,07,07X296
5641,7,X,X296,South Bronx Academy for Applied Media,,,,,,,,,,,,10.4,07,07X296
5642,7,X,X298,Academy of Public Relations,06,GEN ED,-,-,-,73.0,4.0,18.3,13.0,22.0,ATS,,07,07X298
5643,7,X,X298,Academy of Public Relations,07,GEN ED,-,-,-,67.0,3.0,22.3,21.0,23.0,ATS,,07,07X298
5644,7,X,X298,Academy of Public Relations,08,GEN ED,-,-,-,76.0,3.0,25.3,24.0,26.0,ATS,,07,07X298
5645,7,X,X298,Academy of Public Relations,0K-09,SPEC ED,-,-,12:1,29.0,3.0,9.7,8.0,12.0,ATS,,07,07X298
5646,7,X,X298,Academy of Public Relations,MS Core,GEN ED,ENGLISH,MS English Core,-,214.0,10.0,21.4,15.0,27.0,STARS,,07,07X298
5647,7,X,X298,Academy of Public Relations,MS Core,GEN ED,MATH,MS Math Core,-,214.0,10.0,21.4,15.0,27.0,STARS,,07,07X298
5648,7,X,X298,Academy of Public Relations,MS Core,GEN ED,SCIENCE,MS Science Core,-,214.0,10.0,21.4,15.0,27.0,STARS,,07,07X298
5649,7,X,X298,Academy of Public Relations,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,214.0,10.0,21.4,15.0,27.0,STARS,,07,07X298
5650,7,X,X298,Academy of Public Relations,MS Core,SPEC ED,ENGLISH,MS English Core,-,12.0,1.0,12.0,12.0,12.0,STARS,,07,07X298
5651,7,X,X298,Academy of Public Relations,MS Core,SPEC ED,MATH,MS Math Core,-,12.0,1.0,12.0,12.0,12.0,STARS,,07,07X298
5652,7,X,X298,Academy of Public Relations,MS Core,SPEC ED,SCIENCE,MS Science Core,-,12.0,1.0,12.0,12.0,12.0,STARS,,07,07X298
5653,7,X,X298,Academy of Public Relations,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,12.0,1.0,12.0,12.0,12.0,STARS,,07,07X298
5654,7,X,X298,Academy of Public Relations,09-12,GEN ED,ENGLISH,Other English,-,214.0,10.0,21.4,15.0,27.0,STARS,,07,07X298
5655,7,X,X298,Academy of Public Relations,09-12,SPEC ED,ENGLISH,Other English,-,12.0,1.0,12.0,12.0,12.0,STARS,,07,07X298
5656,7,X,X298,Academy of Public Relations,,,,,,,,,,,,13.3,07,07X298
5657,7,X,X321,Crotona Academy High School,MS Core,GEN ED,ENGLISH,MS English Core,-,20.0,2.0,10.0,10.0,10.0,STARS,,07,07X321
5658,7,X,X321,Crotona Academy High School,09-12,GEN ED,ENGLISH,English 12,-,12.0,1.0,12.0,12.0,12.0,STARS,,07,07X321
5659,7,X,X321,Crotona Academy High School,09-12,GEN ED,ENGLISH,Other English,-,134.0,9.0,14.9,10.0,21.0,STARS,,07,07X321
5660,7,X,X321,Crotona Academy High School,09-12,GEN ED,MATH,Integrated Algebra,-,17.0,1.0,17.0,17.0,17.0,STARS,,07,07X321
5661,8,X,X119,P.S. 119,01,GEN ED,-,-,-,125.0,5.0,25.0,24.0,26.0,ATS,,08,08X119
5662,7,X,X321,Crotona Academy High School,09-12,GEN ED,MATH,Geometry,-,49.0,3.0,16.3,10.0,26.0,STARS,,07,07X321
5663,7,X,X321,Crotona Academy High School,09-12,GEN ED,MATH,Trigonometry,-,14.0,1.0,14.0,14.0,14.0,STARS,,07,07X321
5664,7,X,X321,Crotona Academy High School,09-12,GEN ED,MATH,Math A,-,59.0,3.0,19.7,14.0,25.0,STARS,,07,07X321
5665,7,X,X321,Crotona Academy High School,09-12,GEN ED,SCIENCE,Chemistry,-,67.0,4.0,16.8,10.0,25.0,STARS,,07,07X321
5666,7,X,X321,Crotona Academy High School,09-12,GEN ED,SCIENCE,Physics,-,37.0,2.0,18.5,11.0,26.0,STARS,,07,07X321
5667,7,X,X321,Crotona Academy High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,82.0,4.0,20.5,17.0,24.0,STARS,,07,07X321
5668,7,X,X321,Crotona Academy High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,47.0,2.0,23.5,20.0,27.0,STARS,,07,07X321
5669,7,X,X321,Crotona Academy High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,33.0,2.0,16.5,15.0,18.0,STARS,,07,07X321
5670,7,X,X321,Crotona Academy High School,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,56.0,2.0,28.0,27.0,29.0,STARS,,07,07X321
5671,7,X,X321,Crotona Academy High School,,,,,,,,,,,,10.5,07,07X321
5672,7,X,X334,International Community High School,09-12,GEN ED,ENGLISH,English 9,-,92.0,7.0,13.1,10.0,16.0,STARS,,07,07X334
5673,7,X,X334,International Community High School,09-12,GEN ED,ENGLISH,English 10,-,131.0,9.0,14.6,10.0,18.0,STARS,,07,07X334
5674,7,X,X334,International Community High School,09-12,GEN ED,ENGLISH,English 11,-,48.0,4.0,12.0,10.0,13.0,STARS,,07,07X334
5675,7,X,X334,International Community High School,09-12,GEN ED,ENGLISH,English 12,-,33.0,3.0,11.0,10.0,12.0,STARS,,07,07X334
5676,7,X,X334,International Community High School,09-12,GEN ED,ENGLISH,Other English,-,93.0,4.0,23.3,19.0,25.0,STARS,,07,07X334
5677,7,X,X334,International Community High School,09-12,GEN ED,MATH,Integrated Algebra,-,289.0,13.0,22.2,12.0,28.0,STARS,,07,07X334
5678,7,X,X334,International Community High School,09-12,GEN ED,MATH,Geometry,-,65.0,3.0,21.7,20.0,24.0,STARS,,07,07X334
5679,7,X,X334,International Community High School,09-12,GEN ED,SCIENCE,Living Environment,-,220.0,16.0,13.8,10.0,18.0,STARS,,07,07X334
5680,7,X,X334,International Community High School,09-12,GEN ED,SCIENCE,Chemistry,-,126.0,6.0,21.0,17.0,26.0,STARS,,07,07X334
5681,7,X,X334,International Community High School,09-12,GEN ED,SCIENCE,Other Science,-,101.0,6.0,16.8,11.0,25.0,STARS,,07,07X334
5682,7,X,X334,International Community High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,169.0,12.0,14.1,10.0,18.0,STARS,,07,07X334
5683,7,X,X334,International Community High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,48.0,4.0,12.0,10.0,14.0,STARS,,07,07X334
5684,7,X,X334,International Community High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,12.0,1.0,12.0,12.0,12.0,STARS,,07,07X334
5685,7,X,X334,International Community High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,96.0,5.0,19.2,12.0,24.0,STARS,,07,07X334
5686,7,X,X334,International Community High School,,,,,,,,,,,,14.1,07,07X334
5687,7,X,X343,Academy of Applied Mathematics and Technology,06,GEN ED,-,-,-,64.0,2.0,32.0,32.0,32.0,ATS,,07,07X343
5688,7,X,X343,Academy of Applied Mathematics and Technology,06,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,07,07X343
5689,7,X,X343,Academy of Applied Mathematics and Technology,07,GEN ED,-,-,-,62.0,2.0,31.0,31.0,31.0,ATS,,07,07X343
5690,7,X,X343,Academy of Applied Mathematics and Technology,08,GEN ED,-,-,-,59.0,2.0,29.5,28.0,31.0,ATS,,07,07X343
5691,7,X,X343,Academy of Applied Mathematics and Technology,0K-09,SPEC ED,-,-,12:1,19.0,2.0,9.5,7.0,12.0,ATS,,07,07X343
5692,7,X,X343,Academy of Applied Mathematics and Technology,0K-09,SPEC ED,-,-,12:1:1,12.0,1.0,12.0,12.0,12.0,ATS,,07,07X343
5693,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,GEN ED,MATH,MS Math Core,-,185.0,8.0,23.1,18.0,32.0,STARS,,07,07X343
5694,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,GEN ED,SCIENCE,MS Science Core,-,179.0,8.0,22.4,18.0,30.0,STARS,,07,07X343
5695,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,192.0,9.0,21.3,19.0,24.0,STARS,,07,07X343
5696,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,CTT,MATH,MS Math Core,-,24.0,1.0,24.0,24.0,24.0,STARS,,07,07X343
5697,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,CTT,SCIENCE,MS Science Core,-,29.0,1.0,29.0,29.0,29.0,STARS,,07,07X343
5698,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,19.0,1.0,19.0,19.0,19.0,STARS,,07,07X343
5699,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,SPEC ED,MATH,MS Math Core,-,31.0,3.0,10.3,7.0,12.0,STARS,,07,07X343
5700,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,SPEC ED,SCIENCE,MS Science Core,-,32.0,3.0,10.7,6.0,14.0,STARS,,07,07X343
5701,7,X,X343,Academy of Applied Mathematics and Technology,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,29.0,3.0,9.7,5.0,12.0,STARS,,07,07X343
5702,7,X,X343,Academy of Applied Mathematics and Technology,,,,,,,,,,,,12.8,07,07X343
5703,7,X,X369,Young Leaders Elementary School,0K,GEN ED,-,-,-,35.0,2.0,17.5,17.0,18.0,ATS,,07,07X369
5704,7,X,X369,Young Leaders Elementary School,01,GEN ED,-,-,-,37.0,2.0,18.5,17.0,20.0,ATS,,07,07X369
5705,7,X,X369,Young Leaders Elementary School,02,GEN ED,-,-,-,50.0,2.0,25.0,19.0,31.0,ATS,,07,07X369
5706,7,X,X369,Young Leaders Elementary School,03,GEN ED,-,-,-,46.0,2.0,23.0,23.0,23.0,ATS,,07,07X369
5707,7,X,X369,Young Leaders Elementary School,04,GEN ED,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,,07,07X369
5708,7,X,X369,Young Leaders Elementary School,05,GEN ED,-,-,-,28.0,2.0,14.0,13.0,15.0,ATS,,07,07X369
5709,7,X,X369,Young Leaders Elementary School,0K-09,SPEC ED,-,-,12:1:1,32.0,3.0,10.7,10.0,12.0,ATS,,07,07X369
5710,7,X,X369,Young Leaders Elementary School,,,,,,,,,,,,11.9,07,07X369
5711,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,ENGLISH,English 9,-,55.0,3.0,18.3,15.0,21.0,STARS,,07,07X379
5712,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,ENGLISH,English 10,-,96.0,4.0,24.0,21.0,27.0,STARS,,07,07X379
5713,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,ENGLISH,English 11,-,74.0,3.0,24.7,22.0,28.0,STARS,,07,07X379
5714,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,ENGLISH,English 12,-,28.0,1.0,28.0,28.0,28.0,STARS,,07,07X379
5715,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,ENGLISH,Other English,-,28.0,1.0,28.0,28.0,28.0,STARS,,07,07X379
5716,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,MATH,Integrated Algebra,-,145.0,6.0,24.2,22.0,27.0,STARS,,07,07X379
5717,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,SCIENCE,Earth Science,-,29.0,1.0,29.0,29.0,29.0,STARS,,07,07X379
5718,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,SCIENCE,Living Environment,-,184.0,9.0,20.4,13.0,25.0,STARS,,07,07X379
5719,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,120.0,5.0,24.0,23.0,26.0,STARS,,07,07X379
5720,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,105.0,4.0,26.3,24.0,28.0,STARS,,07,07X379
5721,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,74.0,3.0,24.7,23.0,27.0,STARS,,07,07X379
5722,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,75.0,3.0,25.0,23.0,26.0,STARS,,07,07X379
5723,7,X,X379,Jill Chaifetz Transfer High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,13.0,1.0,13.0,13.0,13.0,STARS,,07,07X379
5724,7,X,X379,Jill Chaifetz Transfer High School,,,,,,,,,,,,14.2,07,07X379
5725,7,X,X385,Performance School,0K,GEN ED,-,-,-,72.0,4.0,18.0,15.0,20.0,ATS,,07,07X385
5726,7,X,X385,Performance School,01,GEN ED,-,-,-,86.0,3.0,28.7,28.0,29.0,ATS,,07,07X385
5727,7,X,X385,Performance School,02,GEN ED,-,-,-,76.0,3.0,25.3,25.0,26.0,ATS,,07,07X385
5728,7,X,X385,Performance School,03,GEN ED,-,-,-,73.0,4.0,18.3,14.0,21.0,ATS,,07,07X385
5729,7,X,X385,Performance School,04,GEN ED,-,-,-,92.0,4.0,23.0,21.0,26.0,ATS,,07,07X385
5730,7,X,X385,Performance School,05,GEN ED,-,-,-,75.0,4.0,18.8,12.0,21.0,ATS,,07,07X385
5731,7,X,X385,Performance School,0K-09,SPEC ED,-,-,12:1,33.0,3.0,11.0,5.0,15.0,ATS,,07,07X385
5732,7,X,X385,Performance School,0K-09,SPEC ED,-,-,12:1:1,41.0,5.0,8.2,5.0,11.0,ATS,,07,07X385
5733,7,X,X385,Performance School,,,,,,,,,,,,11.4,07,07X385
5734,7,X,X427,Community School for Social Justice,09-12,GEN ED,ENGLISH,English 9,-,150.0,6.0,25.0,25.0,25.0,STARS,,07,07X427
5735,7,X,X427,Community School for Social Justice,09-12,GEN ED,ENGLISH,English 10,-,59.0,3.0,19.7,17.0,22.0,STARS,,07,07X427
5736,7,X,X427,Community School for Social Justice,09-12,GEN ED,ENGLISH,English 11,-,82.0,3.0,27.3,26.0,28.0,STARS,,07,07X427
5737,7,X,X427,Community School for Social Justice,09-12,GEN ED,ENGLISH,English 12,-,68.0,3.0,22.7,18.0,25.0,STARS,,07,07X427
5738,7,X,X427,Community School for Social Justice,09-12,GEN ED,ENGLISH,MS English Core,-,25.0,1.0,25.0,25.0,25.0,STARS,,07,07X427
5739,7,X,X427,Community School for Social Justice,09-12,GEN ED,ENGLISH,Other English,-,15.0,1.0,15.0,15.0,15.0,STARS,,07,07X427
5740,7,X,X427,Community School for Social Justice,09-12,GEN ED,MATH,Trigonometry,-,97.0,4.0,24.3,18.0,27.0,STARS,,07,07X427
5741,7,X,X427,Community School for Social Justice,09-12,GEN ED,MATH,Math A,-,134.0,7.0,19.1,12.0,26.0,STARS,,07,07X427
5742,7,X,X427,Community School for Social Justice,09-12,GEN ED,MATH,Other Math,-,42.0,2.0,21.0,21.0,21.0,STARS,,07,07X427
5743,7,X,X427,Community School for Social Justice,09-12,GEN ED,SCIENCE,Living Environment,-,133.0,6.0,22.2,16.0,26.0,STARS,,07,07X427
5744,7,X,X427,Community School for Social Justice,09-12,GEN ED,SCIENCE,Chemistry,-,56.0,2.0,28.0,28.0,28.0,STARS,,07,07X427
5745,7,X,X427,Community School for Social Justice,09-12,GEN ED,SCIENCE,Other Science,-,23.0,1.0,23.0,23.0,23.0,STARS,,07,07X427
5746,7,X,X427,Community School for Social Justice,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,142.0,6.0,23.7,19.0,26.0,STARS,,07,07X427
5747,7,X,X427,Community School for Social Justice,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,78.0,3.0,26.0,23.0,28.0,STARS,,07,07X427
5748,7,X,X427,Community School for Social Justice,09-12,GEN ED,SOCIAL STUDIES,Economics,-,70.0,3.0,23.3,15.0,30.0,STARS,,07,07X427
5749,7,X,X427,Community School for Social Justice,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,17.0,1.0,17.0,17.0,17.0,STARS,,07,07X427
5750,7,X,X427,Community School for Social Justice,09-12,CTT,ENGLISH,English 9,-,56.0,2.0,28.0,28.0,28.0,STARS,,07,07X427
5751,7,X,X427,Community School for Social Justice,09-12,CTT,ENGLISH,English 10,-,20.0,1.0,20.0,20.0,20.0,STARS,,07,07X427
5752,7,X,X427,Community School for Social Justice,09-12,CTT,ENGLISH,English 11,-,50.0,2.0,25.0,21.0,29.0,STARS,,07,07X427
5753,7,X,X427,Community School for Social Justice,09-12,CTT,MATH,Trigonometry,-,31.0,1.0,31.0,31.0,31.0,STARS,,07,07X427
5754,7,X,X427,Community School for Social Justice,09-12,CTT,MATH,Math A,-,50.0,2.0,25.0,22.0,28.0,STARS,,07,07X427
5755,7,X,X427,Community School for Social Justice,09-12,CTT,SCIENCE,Living Environment,-,50.0,2.0,25.0,22.0,28.0,STARS,,07,07X427
5756,7,X,X427,Community School for Social Justice,09-12,CTT,SCIENCE,Chemistry,-,31.0,1.0,31.0,31.0,31.0,STARS,,07,07X427
5757,7,X,X427,Community School for Social Justice,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,52.0,2.0,26.0,22.0,30.0,STARS,,07,07X427
5758,7,X,X427,Community School for Social Justice,09-12,CTT,SOCIAL STUDIES,US History & Government,-,32.0,1.0,32.0,32.0,32.0,STARS,,07,07X427
5759,7,X,X427,Community School for Social Justice,,,,,,,,,,,,12.5,07,07X427
5760,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,ENGLISH,English 9,-,85.0,3.0,28.3,27.0,31.0,STARS,,07,07X473
5761,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,ENGLISH,English 10,-,86.0,3.0,28.7,27.0,30.0,STARS,,07,07X473
5762,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,ENGLISH,English 11,-,50.0,2.0,25.0,25.0,25.0,STARS,,07,07X473
5763,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,ENGLISH,English 12,-,41.0,2.0,20.5,20.0,21.0,STARS,,07,07X473
5764,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,ENGLISH,Other English,-,123.0,6.0,20.5,10.0,31.0,STARS,,07,07X473
5765,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,MATH,Integrated Algebra,-,177.0,7.0,25.3,13.0,31.0,STARS,,07,07X473
5766,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,MATH,Geometry,-,89.0,3.0,29.7,28.0,32.0,STARS,,07,07X473
5767,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,MATH,Trigonometry,-,88.0,4.0,22.0,19.0,25.0,STARS,,07,07X473
5768,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,SCIENCE,Living Environment,-,173.0,6.0,28.8,27.0,30.0,STARS,,07,07X473
5769,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,SCIENCE,Chemistry,-,104.0,4.0,26.0,25.0,27.0,STARS,,07,07X473
5770,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,SCIENCE,Physics,-,85.0,3.0,28.3,27.0,31.0,STARS,,07,07X473
5771,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,224.0,8.0,28.0,25.0,32.0,STARS,,07,07X473
5772,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,56.0,3.0,18.7,15.0,21.0,STARS,,07,07X473
5773,7,X,X473,Mott Haven Village Preparatory High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,11.0,1.0,11.0,11.0,11.0,STARS,,07,07X473
5774,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,ENGLISH,English 9,-,26.0,1.0,26.0,26.0,26.0,STARS,,07,07X473
5775,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,ENGLISH,English 10,-,21.0,1.0,21.0,21.0,21.0,STARS,,07,07X473
5776,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,ENGLISH,English 11,-,25.0,1.0,25.0,25.0,25.0,STARS,,07,07X473
5777,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,ENGLISH,English 12,-,21.0,1.0,21.0,21.0,21.0,STARS,,07,07X473
5778,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,ENGLISH,Other English,-,26.0,1.0,26.0,26.0,26.0,STARS,,07,07X473
5779,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,MATH,Integrated Algebra,-,50.0,2.0,25.0,25.0,25.0,STARS,,07,07X473
5780,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,MATH,Geometry,-,21.0,1.0,21.0,21.0,21.0,STARS,,07,07X473
5781,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,MATH,Trigonometry,-,46.0,2.0,23.0,21.0,25.0,STARS,,07,07X473
5782,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,SCIENCE,Living Environment,-,40.0,2.0,20.0,20.0,20.0,STARS,,07,07X473
5783,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,SCIENCE,Chemistry,-,50.0,2.0,25.0,25.0,25.0,STARS,,07,07X473
5784,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,SCIENCE,Physics,-,26.0,1.0,26.0,26.0,26.0,STARS,,07,07X473
5785,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,72.0,3.0,24.0,21.0,26.0,STARS,,07,07X473
5786,7,X,X473,Mott Haven Village Preparatory High School,09-12,CTT,SOCIAL STUDIES,US History & Government,-,21.0,1.0,21.0,21.0,21.0,STARS,,07,07X473
5787,7,X,X473,Mott Haven Village Preparatory High School,,,,,,,,,,,,13.9,07,07X473
5788,7,X,X495,University Heights Secondary School,09-12,GEN ED,ENGLISH,English 9,-,194.0,8.0,24.3,16.0,28.0,STARS,,07,07X495
5789,7,X,X495,University Heights Secondary School,09-12,GEN ED,ENGLISH,English 10,-,220.0,8.0,27.5,26.0,29.0,STARS,,07,07X495
5790,7,X,X495,University Heights Secondary School,09-12,GEN ED,ENGLISH,English 11,-,95.0,4.0,23.8,13.0,31.0,STARS,,07,07X495
5791,7,X,X495,University Heights Secondary School,09-12,GEN ED,ENGLISH,English 12,-,53.0,2.0,26.5,24.0,29.0,STARS,,07,07X495
5792,7,X,X495,University Heights Secondary School,09-12,GEN ED,ENGLISH,Other English,-,22.0,1.0,22.0,22.0,22.0,STARS,,07,07X495
5793,7,X,X495,University Heights Secondary School,09-12,GEN ED,MATH,Geometry,-,160.0,6.0,26.7,18.0,35.0,STARS,,07,07X495
5794,7,X,X495,University Heights Secondary School,09-12,GEN ED,MATH,Trigonometry,-,126.0,4.0,31.5,29.0,33.0,STARS,,07,07X495
5795,7,X,X495,University Heights Secondary School,09-12,GEN ED,MATH,Math A,-,77.0,3.0,25.7,23.0,28.0,STARS,,07,07X495
5796,7,X,X495,University Heights Secondary School,09-12,GEN ED,SCIENCE,Living Environment,-,228.0,9.0,25.3,21.0,29.0,STARS,,07,07X495
5797,7,X,X495,University Heights Secondary School,09-12,GEN ED,SCIENCE,Chemistry,-,176.0,6.0,29.3,29.0,30.0,STARS,,07,07X495
5798,7,X,X495,University Heights Secondary School,09-12,GEN ED,SCIENCE,Other Science,-,340.0,13.0,26.2,13.0,32.0,STARS,,07,07X495
